name,categories,url,photo
Green grass field photography photo – Free Bali Image on Unsplash,"['bali', 'indonesia', 'sidemen', 'mount agung in the sunrise', 'agung', 'dji', 'drone', 'rice', 'Volcano pictures & images', 'mavic', 'mavic pro 2', 'aerial', 'calm', 'asia', 'terrace', 'fog', 'Hd blue wallpapers', 'Hd green wallpapers', 'Cloud pictures & images', 'sunshine', 'Creative Commons images', 'ubud', 'bali', 'indonesia', 'bali', 'indonesia', 'outdoor', 'indonesia', 'outdoor', 'bali']",https://unsplash.com/photos/green-grass-field-photography-7hww7t6NLcg,https://images.unsplash.com/photo-1558005530-a7958896ec60?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Brown and green temple near body of water under blue and white cloudy sky during daytime photo – Free Bali Image on Unsplash,"['bali', 'danau beratan', 'kabupaten de tabanan', 'candikuning', 'indonésie', 'ulun danu beratan temple', 'Nature images', 'outdoors', 'building', 'architecture', 'Hd scenery wallpapers', 'Hd water wallpapers', 'Landscape images & pictures', 'land', 'temple', 'shrine', 'worship', 'housing', 'sea', 'Hd ocean wallpapers', 'Free pictures', 'bali', 'Hd forest wallpapers', 'bungee', 'Landscape images & pictures', 'outdoor', 'plant', 'bali', 'outdoor', 'indonesia']",https://unsplash.com/photos/brown-and-green-temple-near-body-of-water-under-blue-and-white-cloudy-sky-during-daytime-bnMPFPuSCI0,https://images.unsplash.com/photo-1604999333679-b86d54738315?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
A large waterfall in the middle of a lush green forest photo – Bali Image on Unsplash,"['bali', 'indonesia', 'wallpapera', 'Hd wallpapers', 'Hq background images', 'nature beauty', 'waterfall in the forest', 'outdoors', 'Hd water wallpapers', 'Hd waterfall wallpapers', 'Hd forest wallpapers', 'Free images', 'Hd wallpapers', 'outdoor', 'Nature backgrounds', 'bali', 'indonesia', 'outdoor', 'waterfall in the forest', 'Hd waterfall wallpapers', 'outdoor']",https://unsplash.com/photos/a-large-waterfall-in-the-middle-of-a-lush-green-forest-WuRM4O5wmfg,https://plus.unsplash.com/premium_photo-1667668669560-2bd9e70ebbcb?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Man standing between ruins in reflective photography photo – Free Bali Image on Unsplash,"['bali', 'indonesia', 'Hd grey wallpapers', 'entrance', 'Travel images', 'pura lempuyang', 'poster', 'collage', 'Creative Commons images', 'fav', 'Hd grey wallpapers', 'human', 'bali', 'indonesia', 'outdoor', 'bali', 'indonesia', 'thailand']",https://unsplash.com/photos/man-standing-between-ruins-in-reflective-photography-sELcHR_bGVs,https://images.unsplash.com/photo-1537953773345-d172ccf13cf1?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Island under white sky photo – Free Bali Image on Unsplash,"['bali', 'indonesia', 'klungkung regency', 'nusa penida', 'Hd blue wallpapers', 'Hd ocean wallpapers', 'outdoors', 'sea', 'Hd water wallpapers', 'Nature images', 'shoreline', 'land', 'coast', 'promontory', 'bay', 'rock', 'Beach images & pictures', 'Backgrounds', 'above', 'aerial', 'outdoor', 'coast', 'outdoor', 'cliff', 'bali', 'outdoor', 'indonesia']",https://unsplash.com/photos/island-under-white-sky-exFdOWkYBQw,https://images.unsplash.com/photo-1577717903315-1691ae25ab3f?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Black building on gray rock hill photo – Free Bali Image on Unsplash,"['bali', 'indonesia', 'coast', 'Hd ocean wallpapers', 'sunlight', 'buidling', 'island', 'Sunset images & pictures', 'shoreline', 'temple', 'shore', 'coastal', 'seaside', 'Hd wave wallpapers', 'Beach images & pictures', 'walkway', 'cliff', 'outdoors', 'building', 'architecture', 'Free images', 'bali', 'indonesia', 'outdoor', ""all'aperto"", 'natura', 'paesaggio', 'bali', 'outdoor', 'cliff']",https://unsplash.com/photos/black-building-on-gray-rock-hill-eE2trMn-6a0,https://images.unsplash.com/photo-1518548419970-58e3b4079ab2?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
A very tall mountain with some clouds in the sky photo – Bali Image on Unsplash,"['bali', 'indonesia', 'Mountain images & pictures', 'Volcano pictures & images', 'foggy', 'Cloud pictures & images', 'Hq background images', 'Hd wallpapers', 'wallpapera', 'Backgrounds', 'Hd wallpapers', 'outdoor', 'Nature backgrounds', 'bali', 'indonesia', 'outdoor', 'Hd wallpapers', 'Hq background images', 'outdoor']",https://unsplash.com/photos/a-very-tall-mountain-with-some-clouds-in-the-sky-wp1Kw4I3jLU,https://plus.unsplash.com/premium_photo-1667224445905-bce79172fc7f?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Temple beside body of water and trees photo – Free Bali Image on Unsplash,"['bali', 'indonesia', 'Travel images', 'Hd grey wallpapers', 'shrine', 'architecture', 'pagoda', 'building', 'worship', 'temple', 'Free images', 'destination', 'outdoor', 'Travel images', 'building', 'Travel images', 'outdoor', 'bali', 'indonesia', 'outdoor']",https://unsplash.com/photos/temple-beside-body-of-water-and-trees-1kdIG_258bU,https://images.unsplash.com/photo-1537996194471-e657df975ab4?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Green rice field photo – Free Bali Image on Unsplash,"['bali', 'tegallalang', 'indonesien', 'gianyar', 'Hd green wallpapers', 'tegelalang', 'hike', 'rice terraces', 'ubud', 'indonesia', 'wanderlust', 'Travel images', 'vegetation', 'plant', 'outdoors', 'field', 'grassland', 'Nature images', 'land', 'rainforest', 'Backgrounds', 'figaro', 'plant', 'Hd green wallpapers', 'Hd wallpapers', 'Hq background images', 'Hd desktop wallpapers', 'bali', 'indonesia', 'outdoor']",https://unsplash.com/photos/green-rice-field--2WlTWZLnRc,https://images.unsplash.com/photo-1555400038-63f5ba517a47?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Rocky mountain photograph photo – Free Bali Image on Unsplash,"['bali', 'indonesia', 'Travel images', 'nusa penida', 'klungkung regency', 'Beach images & pictures', 'Nature images', 'cliffs', 'Palm tree pictures & images', 'Hd tropical wallpapers', 'shoreline', 'Hd water wallpapers', 'outdoors', 'Hd ocean wallpapers', 'sea', 'promontory', 'coast', 'cove', 'Hd cave wallpapers', 'land', 'HD Wallpapers', 'arecaceae', 'building', 'countryside', 'Travel images', 'outdoor', 'building', 'la nature', 'en plein air', 'voyager']",https://unsplash.com/photos/rocky-mountain-photograph-OOTEpsO2eV0,https://images.unsplash.com/photo-1573790387438-4da905039392?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
